"Ano-Mes"-01;"Clasificador";"Agregacion";"Variacion %"
"2024-09"-01;"Items";"Instalacion electrica";"143.3"
"2024-09"-01;"Items";"Carpinteria metalica y herreria";"130.7"
"2024-09"-01;"Items";"Carpinteria de madera";"179.1"
"2024-09"-01;"Items";"Ascensores";"261.2"
"2024-09"-01;"Items";"Vidrios";"166.1"
"2024-09"-01;"Items";"Pintura";"198.2"
"2024-09"-01;"Items";"Otros trabajos y gastos";"215.9"
"2024-10"-01;"Items";"Movimiento de tierras";"175.6"
"2024-10"-01;"Items";"Estructura";"147.4"
"2024-10"-01;"Items";"Albanileria";"158.0"
"2024-10"-01;"Items";"Yeseria";"162.1"
"2024-10"-01;"Items";"Instalacion sanitaria y contraincendio";"143.0"
"2024-10"-01;"Items";"Instalacion de gas";"136.4"
"2024-10"-01;"Items";"Instalacion electrica";"121.4"
"2024-10"-01;"Items";"Carpinteria metalica y herreria";"95.8"
"2024-10"-01;"Items";"Carpinteria de madera";"145.9"
"2024-10"-01;"Items";"Ascensores";"239.1"
"2024-10"-01;"Items";"Vidrios";"141.6"
"2024-10"-01;"Items";"Pintura";"171.2"
"2024-10"-01;"Items";"Otros trabajos y gastos";"204.8"
"2024-11"-01;"Items";"Movimiento de tierras";"149.4"
"2024-11"-01;"Items";"Estructura";"124.3"
"2024-11"-01;"Items";"Albanileria";"133.6"
"2024-11"-01;"Items";"Yeseria";"133.1"
"2024-11"-01;"Items";"Instalacion sanitaria y contraincendio";"118.5"
"2024-11"-01;"Items";"Instalacion de gas";"95.0"
"2024-11"-01;"Items";"Instalacion electrica";"100.4"
"2024-11"-01;"Items";"Carpinteria metalica y herreria";"80.5"
"2024-11"-01;"Items";"Carpinteria de madera";"126.4"
"2024-11"-01;"Items";"Ascensores";"200.2"
"2024-11"-01;"Items";"Vidrios";"126.0"
"2024-11"-01;"Items";"Pintura";"136.2"
"2024-11"-01;"Items";"Otros trabajos y gastos";"189.7"
"2024-12"-01;"Items";"Movimiento de tierras";"109.8"
"2024-12"-01;"Items";"Estructura";"91.7"
"2024-12"-01;"Items";"Albanileria";"120.7"
"2024-12"-01;"Items";"Yeseria";"93.2"
"2024-12"-01;"Items";"Instalacion sanitaria y contraincendio";"56.1"
"2024-12"-01;"Items";"Instalacion de gas";"31.0"
"2024-12"-01;"Items";"Instalacion electrica";"47.5"
"2024-12"-01;"Items";"Carpinteria metalica y herreria";"32.2"
"2024-12"-01;"Items";"Carpinteria de madera";"64.5"
"2024-12"-01;"Items";"Ascensores";"137.9"
"2024-12"-01;"Items";"Vidrios";"67.9"
"2024-12"-01;"Items";"Pintura";"62.4"
"2024-12"-01;"Items";"Otros trabajos y gastos";"167.3"
"2025-01"-01;"Items";"Movimiento de tierras";"92.2"
"2025-01"-01;"Items";"Estructura";"68.0"
"2025-01"-01;"Items";"Albanileria";"89.0"
"2025-01"-01;"Items";"Yeseria";"64.2"
"2025-01"-01;"Items";"Instalacion sanitaria y contraincendio";"30.9"
"2025-01"-01;"Items";"Instalacion de gas";"25.0"
"2025-01"-01;"Items";"Instalacion electrica";"36.0"
"2025-01"-01;"Items";"Carpinteria metalica y herreria";"21.2"
"2025-01"-01;"Items";"Carpinteria de madera";"47.4"
"2025-01"-01;"Items";"Ascensores";"73.5"
"2025-01"-01;"Items";"Vidrios";"51.4"
"2025-01"-01;"Items";"Pintura";"50.4"
"2025-01"-01;"Items";"Otros trabajos y gastos";"138.9"
"2025-02"-01;"Items";"Movimiento de tierras";"81.5"
"2025-02"-01;"Items";"Estructura";"65.7"
"2025-02"-01;"Items";"Albanileria";"87.5"
"2025-02"-01;"Items";"Yeseria";"59.3"
"2025-02"-01;"Items";"Instalacion sanitaria y contraincendio";"28.0"
"2025-02"-01;"Items";"Instalacion de gas";"23.3"
"2025-02"-01;"Items";"Instalacion electrica";"31.1"
"2025-02"-01;"Items";"Carpinteria metalica y herreria";"19.1"
"2025-02"-01;"Items";"Carpinteria de madera";"38.2"
"2025-02"-01;"Items";"Ascensores";"57.3"
"2025-02"-01;"Items";"Vidrios";"39.1"
"2025-02"-01;"Items";"Pintura";"40.9"
"2025-02"-01;"Items";"Otros trabajos y gastos";"76.3"
"2025-03"-01;"Items";"Movimiento de tierras";"72.8"
"2025-03"-01;"Items";"Estructura";"52.5"
"2025-03"-01;"Items";"Albanileria";"68.6"
"2025-03"-01;"Items";"Yeseria";"47.9"
"2025-03"-01;"Items";"Instalacion sanitaria y contraincendio";"22.6"
"2025-03"-01;"Items";"Instalacion de gas";"21.0"
"2025-03"-01;"Items";"Instalacion electrica";"30.1"
"2025-03"-01;"Items";"Carpinteria metalica y herreria";"13.3"
"2025-03"-01;"Items";"Carpinteria de madera";"31.7"
"2025-03"-01;"Items";"Ascensores";"47.9"
"2025-03"-01;"Items";"Vidrios";"29.9"
"2025-03"-01;"Items";"Pintura";"30.2"
"2025-03"-01;"Items";"Otros trabajos y gastos";"68.5"
