"Ano-Mes"-01;"Clasificador";"Agregacion";"Variacion %"
"2024-01"-01;"Items";"Ascensores";"39.9"
"2024-01"-01;"Items";"Vidrios";"15.5"
"2024-01"-01;"Items";"Pintura";"8.7"
"2024-01"-01;"Items";"Otros trabajos y gastos";"14.5"
"2024-02"-01;"Items";"Movimiento de tierras";"9.2"
"2024-02"-01;"Items";"Estructura";"3.7"
"2024-02"-01;"Items";"Albanileria";"3.8"
"2024-02"-01;"Items";"Yeseria";"3.4"
"2024-02"-01;"Items";"Instalacion sanitaria y contraincendio";"4.7"
"2024-02"-01;"Items";"Instalacion de gas";"2.4"
"2024-02"-01;"Items";"Instalacion electrica";"4.0"
"2024-02"-01;"Items";"Carpinteria metalica y herreria";"1.8"
"2024-02"-01;"Items";"Carpinteria de madera";"8.2"
"2024-02"-01;"Items";"Ascensores";"11.0"
"2024-02"-01;"Items";"Vidrios";"10.0"
"2024-02"-01;"Items";"Pintura";"7.0"
"2024-02"-01;"Items";"Otros trabajos y gastos";"38.1"
"2024-03"-01;"Items";"Movimiento de tierras";"6.5"
"2024-03"-01;"Items";"Estructura";"8.6"
"2024-03"-01;"Items";"Albanileria";"11.2"
"2024-03"-01;"Items";"Yeseria";"10.7"
"2024-03"-01;"Items";"Instalacion sanitaria y contraincendio";"5.5"
"2024-03"-01;"Items";"Instalacion de gas";"2.3"
"2024-03"-01;"Items";"Instalacion electrica";"3.6"
"2024-03"-01;"Items";"Carpinteria metalica y herreria";"6.1"
"2024-03"-01;"Items";"Carpinteria de madera";"6.7"
"2024-03"-01;"Items";"Ascensores";"7.8"
"2024-03"-01;"Items";"Vidrios";"9.8"
"2024-03"-01;"Items";"Pintura";"9.1"
"2024-03"-01;"Items";"Otros trabajos y gastos";"5.4"
"2024-04"-01;"Items";"Movimiento de tierras";"11.8"
"2024-04"-01;"Items";"Estructura";"3.8"
"2024-04"-01;"Items";"Albanileria";"5.7"
"2024-04"-01;"Items";"Yeseria";"12.6"
"2024-04"-01;"Items";"Instalacion sanitaria y contraincendio";"3.1"
"2024-04"-01;"Items";"Instalacion de gas";"2.7"
"2024-04"-01;"Items";"Instalacion electrica";"2.1"
"2024-04"-01;"Items";"Carpinteria metalica y herreria";"-0.2"
"2024-04"-01;"Items";"Carpinteria de madera";"3.8"
"2024-04"-01;"Items";"Ascensores";"5.6"
"2024-04"-01;"Items";"Vidrios";"1.8"
"2024-04"-01;"Items";"Pintura";"5.0"
"2024-04"-01;"Items";"Otros trabajos y gastos";"8.5"
"2024-05"-01;"Items";"Movimiento de tierras";"5.8"
"2024-05"-01;"Items";"Estructura";"14.8"
"2024-05"-01;"Items";"Albanileria";"18.6"
"2024-05"-01;"Items";"Yeseria";"5.8"
"2024-05"-01;"Items";"Instalacion sanitaria y contraincendio";"0.1"
"2024-05"-01;"Items";"Instalacion de gas";"0.1"
"2024-05"-01;"Items";"Instalacion electrica";"6.5"
"2024-05"-01;"Items";"Carpinteria metalica y herreria";"1.4"
"2024-05"-01;"Items";"Carpinteria de madera";"2.3"
"2024-05"-01;"Items";"Ascensores";"5.4"
"2024-05"-01;"Items";"Vidrios";"1.1"
"2024-05"-01;"Items";"Pintura";"5.2"
"2024-05"-01;"Items";"Otros trabajos y gastos";"13.1"
"2024-06"-01;"Items";"Movimiento de tierras";"5.4"
"2024-06"-01;"Items";"Estructura";"2.6"
"2024-06"-01;"Items";"Albanileria";"3.4"
"2024-06"-01;"Items";"Yeseria";"5.8"
"2024-06"-01;"Items";"Instalacion sanitaria y contraincendio";"2.4"
"2024-06"-01;"Items";"Instalacion de gas";"3.6"
"2024-06"-01;"Items";"Instalacion electrica";"4.3"
"2024-06"-01;"Items";"Carpinteria metalica y herreria";"1.1"
"2024-06"-01;"Items";"Carpinteria de madera";"0.8"
"2024-06"-01;"Items";"Ascensores";"5.1"
"2024-06"-01;"Items";"Vidrios";"3.3"
"2024-06"-01;"Items";"Pintura";"3.7"
"2024-06"-01;"Items";"Otros trabajos y gastos";"5.4"
"2024-07"-01;"Items";"Movimiento de tierras";"2.2"
"2024-07"-01;"Items";"Estructura";"0.9"
"2024-07"-01;"Items";"Albanileria";"0.9"
"2024-07"-01;"Items";"Yeseria";"0.9"
"2024-07"-01;"Items";"Instalacion sanitaria y contraincendio";"2.9"
"2024-07"-01;"Items";"Instalacion de gas";"3.3"
"2024-07"-01;"Items";"Instalacion electrica";"2.8"
"2024-07"-01;"Items";"Carpinteria metalica y herreria";"3.5"
"2024-07"-01;"Items";"Carpinteria de madera";"3.8"
"2024-07"-01;"Items";"Ascensores";"3.7"
"2024-07"-01;"Items";"Vidrios";"0.3"
"2024-07"-01;"Items";"Pintura";"4.2"
"2024-07"-01;"Items";"Otros trabajos y gastos";"1.7"
"2024-08"-01;"Items";"Movimiento de tierras";"2.9"
"2024-08"-01;"Items";"Estructura";"0.9"
"2024-08"-01;"Items";"Albanileria";"0.9"
"2024-08"-01;"Items";"Yeseria";"0.3"
"2024-08"-01;"Items";"Instalacion sanitaria y contraincendio";"1.9"
"2024-08"-01;"Items";"Instalacion de gas";"4.3"
"2024-08"-01;"Items";"Instalacion electrica";"0.6"
"2024-08"-01;"Items";"Carpinteria metalica y herreria";"3.0"
"2024-08"-01;"Items";"Carpinteria de madera";"4.1"
"2024-08"-01;"Items";"Ascensores";"2.9"
"2024-08"-01;"Items";"Vidrios";"3.1"
"2024-08"-01;"Items";"Pintura";"1.6"
"2024-08"-01;"Items";"Otros trabajos y gastos";"3.0"
"2024-09"-01;"Items";"Movimiento de tierras";"9.3"
"2024-09"-01;"Items";"Estructura";"5.3"
"2024-09"-01;"Items";"Albanileria";"6.4"
"2024-09"-01;"Items";"Yeseria";"2.5"
"2024-09"-01;"Items";"Instalacion sanitaria y contraincendio";"1.6"
"2024-09"-01;"Items";"Instalacion de gas";"1.5"
"2024-09"-01;"Items";"Instalacion electrica";"2.3"
"2024-09"-01;"Items";"Carpinteria metalica y herreria";"0.5"
"2024-09"-01;"Items";"Carpinteria de madera";"3.4"
"2024-09"-01;"Items";"Ascensores";"3.5"
"2024-09"-01;"Items";"Vidrios";"1.5"
"2024-09"-01;"Items";"Pintura";"2.6"
"2024-09"-01;"Items";"Otros trabajos y gastos";"5.8"
"2024-10"-01;"Items";"Movimiento de tierras";"0.5"
"2024-10"-01;"Items";"Estructura";"0.7"
"2024-10"-01;"Items";"Albanileria";"0.5"
"2024-10"-01;"Items";"Yeseria";"0.5"
"2024-10"-01;"Items";"Instalacion sanitaria y contraincendio";"2.6"
"2024-10"-01;"Items";"Instalacion de gas";"1.0"
"2024-10"-01;"Items";"Instalacion electrica";"0.7"
"2024-10"-01;"Items";"Carpinteria metalica y herreria";"1.1"
"2024-10"-01;"Items";"Carpinteria de madera";"2.3"
"2024-10"-01;"Items";"Ascensores";"3.8"
"2024-10"-01;"Items";"Vidrios";"1.1"
"2024-10"-01;"Items";"Pintura";"0.7"
"2024-10"-01;"Items";"Otros trabajos y gastos";"2.5"
"2024-11"-01;"Items";"Movimiento de tierras";"3.1"
"2024-11"-01;"Items";"Estructura";"0.2"
"2024-11"-01;"Items";"Albanileria";"0.6"
"2024-11"-01;"Items";"Yeseria";"1.4"
"2024-11"-01;"Items";"Instalacion sanitaria y contraincendio";"0.3"
"2024-11"-01;"Items";"Instalacion de gas";"-0.3"
"2024-11"-01;"Items";"Instalacion electrica";"0.3"
"2024-11"-01;"Items";"Carpinteria metalica y herreria";"0.2"
"2024-11"-01;"Items";"Carpinteria de madera";"2.2"
"2024-11"-01;"Items";"Ascensores";"3.3"
"2024-11"-01;"Items";"Vidrios";"4.7"
"2024-11"-01;"Items";"Pintura";"1.5"
"2024-11"-01;"Items";"Otros trabajos y gastos";"3.0"
"2024-12"-01;"Items";"Movimiento de tierras";"7.0"
"2024-12"-01;"Items";"Estructura";"12.6"
"2024-12"-01;"Items";"Albanileria";"14.7"
"2024-12"-01;"Items";"Yeseria";"6.6"
"2024-12"-01;"Items";"Instalacion sanitaria y contraincendio";"1.4"
"2024-12"-01;"Items";"Instalacion de gas";"1.1"
"2024-12"-01;"Items";"Instalacion electrica";"3.7"
"2024-12"-01;"Items";"Carpinteria metalica y herreria";"0.1"
"2024-12"-01;"Items";"Carpinteria de madera";"1.0"
"2024-12"-01;"Items";"Ascensores";"2.4"
"2024-12"-01;"Items";"Vidrios";"2.0"
"2024-12"-01;"Items";"Pintura";"0.6"
"2024-12"-01;"Items";"Otros trabajos y gastos";"5.9"
"2025-01"-01;"Items";"Movimiento de tierras";"3.9"
"2025-01"-01;"Items";"Estructura";"0.2"
"2025-01"-01;"Items";"Albanileria";"0.6"
"2025-01"-01;"Items";"Yeseria";"1.0"
"2025-01"-01;"Items";"Instalacion sanitaria y contraincendio";"0.7"
"2025-01"-01;"Items";"Instalacion de gas";"0.6"
"2025-01"-01;"Items";"Instalacion electrica";"0.3"
"2025-01"-01;"Items";"Carpinteria metalica y herreria";"1.0"
"2025-01"-01;"Items";"Carpinteria de madera";"1.1"
"2025-01"-01;"Items";"Ascensores";"2.1"
"2025-01"-01;"Items";"Vidrios";"4.1"
"2025-01"-01;"Items";"Pintura";"0.7"
"2025-01"-01;"Items";"Otros trabajos y gastos";"2.4"
"2025-02"-01;"Items";"Movimiento de tierras";"3.1"
"2025-02"-01;"Items";"Estructura";"2.3"
"2025-02"-01;"Items";"Albanileria";"3.0"
"2025-02"-01;"Items";"Yeseria";"0.3"
"2025-02"-01;"Items";"Instalacion sanitaria y contraincendio";"2.4"
"2025-02"-01;"Items";"Instalacion de gas";"1.1"
"2025-02"-01;"Items";"Instalacion electrica";"0.3"
"2025-02"-01;"Items";"Carpinteria metalica y herreria";"0.0"
"2025-02"-01;"Items";"Carpinteria de madera";"1.4"
"2025-02"-01;"Items";"Ascensores";"0.6"
"2025-02"-01;"Items";"Vidrios";"1.1"
"2025-02"-01;"Items";"Pintura";"0.2"
"2025-02"-01;"Items";"Otros trabajos y gastos";"1.9"
"2025-03"-01;"Items";"Movimiento de tierras";"1.4"
"2025-03"-01;"Items";"Estructura";"-0.1"
"2025-03"-01;"Items";"Albanileria";"0.0"
"2025-03"-01;"Items";"Yeseria";"2.8"
"2025-03"-01;"Items";"Instalacion sanitaria y contraincendio";"1.1"
"2025-03"-01;"Items";"Instalacion de gas";"0.4"
"2025-03"-01;"Items";"Instalacion electrica";"2.8"
"2025-03"-01;"Items";"Carpinteria metalica y herreria";"1.0"
"2025-03"-01;"Items";"Carpinteria de madera";"1.7"
"2025-03"-01;"Items";"Ascensores";"1.4"
"2025-03"-01;"Items";"Vidrios";"2.5"
"2025-03"-01;"Items";"Pintura";"0.8"
"2025-03"-01;"Items";"Otros trabajos y gastos";"0.8"
