periodo;nivel_general_aperturas;indice_icc
01/08/2024;3_@|8@91|3r1@;929,437,358,493,606
01/08/2024;4_y3$3r1@;106,349,548,379,479
01/08/2024;5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10;117,919,550,781,088
01/08/2024;6_19$7@|@c109_d3_g@$;112,226,816,142,282
01/08/2024;7_19$7@|@c109_3|3c7r1c@;947,263,531,365,592
01/08/2024;8_c@rp1973r1@_537@|1c@_y_h3rr3r1@;934,159,940,449,257
01/08/2024;9_c@rp1973r1@_d3_5@d3r@;11,621,481,222,249
01/08/2024;10_@$c39$0r3$;141,393,425,991,681
01/08/2024;11_v1dr10$;115,589,192,454,595
01/08/2024;12_p197ur@;101,492,476,616,511
01/08/2024;13_07r0$_7r@8@j0$_y_g@$70$;117,410,125,282,789
01/09/2024;1_50v1513970_d3_713rr@$;103,228,466,475,504
01/09/2024;2_3$7ruc7ur@;972,339,298,733,098
01/09/2024;3_@|8@91|3r1@;988,689,963,016,977
01/09/2024;4_y3$3r1@;108,996,694,019,718
01/09/2024;5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10;119,859,412,343,596
01/09/2024;6_19$7@|@c109_d3_g@$;113,916,008,079,275
01/09/2024;7_19$7@|@c109_3|3c7r1c@;969,368,536,272,363
01/09/2024;8_c@rp1973r1@_537@|1c@_y_h3rr3r1@;938,893,348,707,544
01/09/2024;9_c@rp1973r1@_d3_5@d3r@;12,020,800,979,899
01/09/2024;10_@$c39$0r3$;14,637,871,563,356
01/09/2024;11_v1dr10$;117,280,867,565,672
01/09/2024;12_p197ur@;104,086,736,768,721
01/09/2024;13_07r0$_7r@8@j0$_y_g@$70$;124,272,447,291,877
01/10/2024;1_50v1513970_d3_713rr@$;103,709,915,728,861
01/10/2024;2_3$7ruc7ur@;978,839,566,969,751
01/10/2024;3_@|8@91|3r1@;993,281,820,306,016
01/10/2024;4_y3$3r1@;10,954,572,288,801
01/10/2024;5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10;12,295,647,571,555
01/10/2024;6_19$7@|@c109_d3_g@$;115,070,015,860,321
01/10/2024;7_19$7@|@c109_3|3c7r1c@;975,854,910,545,783
01/10/2024;8_c@rp1973r1@_537@|1c@_y_h3rr3r1@;949,211,098,623,618
01/10/2024;9_c@rp1973r1@_d3_5@d3r@;122,921,761,193,377
01/10/2024;10_@$c39$0r3$;151,973,977,883,738
01/10/2024;11_v1dr10$;118,534,082,937,096
01/10/2024;12_p197ur@;104,843,141,811,422
01/10/2024;13_07r0$_7r@8@j0$_y_g@$70$;127,421,722,020,494
01/11/2024;1_50v1513970_d3_713rr@$;106,920,570,217,189
01/11/2024;2_3$7ruc7ur@;980,646,381,556,323
01/11/2024;3_@|8@91|3r1@;999,345,746,952,325
01/11/2024;4_y3$3r1@;111,098,648,090,206
01/11/2024;5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10;123,340,280,017,532
01/11/2024;6_19$7@|@c109_d3_g@$;1,147,787,010,804
01/11/2024;7_19$7@|@c109_3|3c7r1c@;979,088,661,583,754
01/11/2024;8_c@rp1973r1@_537@|1c@_y_h3rr3r1@;951,309,970,370,586
01/11/2024;9_c@rp1973r1@_d3_5@d3r@;12,567,039,961,504
01/11/2024;10_@$c39$0r3$;157,008,724,764,127
01/11/2024;11_v1dr10$;124,141,788,136,254
01/11/2024;12_p197ur@;106,446,871,550,572
01/11/2024;13_07r0$_7r@8@j0$_y_g@$70$;13,126,347,407,844
01/12/2024;1_50v1513970_d3_713rr@$;114,402,539,230,172
01/12/2024;2_3$7ruc7ur@;110,438,601,317,799
01/12/2024;3_@|8@91|3r1@;114,633,996,986,568
01/12/2024;4_y3$3r1@;118,444,713,383,317
01/12/2024;5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10;125,084,063,148,667
01/12/2024;6_19$7@|@c109_d3_g@$;116,030,988,626,659
01/12/2024;7_19$7@|@c109_3|3c7r1c@;101,556,861,931,003
01/12/2024;8_c@rp1973r1@_537@|1c@_y_h3rr3r1@;951,885,043,714,331
01/12/2024;9_c@rp1973r1@_d3_5@d3r@;126,951,923,707,868
01/12/2024;10_@$c39$0r3$;160,745,155,726,895
01/12/2024;11_v1dr10$;12,662,668,563,411
01/12/2024;12_p197ur@;107,036,251,670,249
01/12/2024;13_07r0$_7r@8@j0$_y_g@$70$;138,977,395,866,999
01/01/2025;1_50v1513970_d3_713rr@$;118,930,696,769,898
01/01/2025;2_3$7ruc7ur@;110,846,664,924,275
01/01/2025;3_@|8@91|3r1@;115,536,898,421,574
01/01/2025;4_y3$3r1@;119,583,210,342,995
01/01/2025;5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10;125,923,784,950,505
01/01/2025;6_19$7@|@c109_d3_g@$;116,711,897,951,714
01/01/2025;7_19$7@|@c109_3|3c7r1c@;101,904,016,003,623
01/01/2025;8_c@rp1973r1@_537@|1c@_y_h3rr3r1@;961,462,788,084,013
01/01/2025;9_c@rp1973r1@_d3_5@d3r@;128,300,925,217,087
01/01/2025;10_@$c39$0r3$;164,059,805,214,568
01/01/2025;11_v1dr10$;131,835,489,905,682
01/01/2025;12_p197ur@;107,797,304,362,981
01/01/2025;13_07r0$_7r@8@j0$_y_g@$70$;142,113,077,698,143
01/02/2025;1_50v1513970_d3_713rr@$;122,661,578,083,664
01/02/2025;2_3$7ruc7ur@;113,623,945,967,509
01/02/2025;3_@|8@91|3r1@;119,156,883,757,282
01/02/2025;4_y3$3r1@;11,995,778,971,604
01/02/2025;5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10;128,964,447,862,654
01/02/2025;6_19$7@|@c109_d3_g@$;117,973,403,462,159
01/02/2025;7_19$7@|@c109_3|3c7r1c@;102,178,040,311,014
01/02/2025;8_c@rp1973r1@_537@|1c@_y_h3rr3r1@;961,001,561,747,405
01/02/2025;9_c@rp1973r1@_d3_5@d3r@;130,101,817,625,057
01/02/2025;10_@$c39$0r3$;165,078,877,954,753
01/02/2025;11_v1dr10$;133,285,719,853,457
01/02/2025;12_p197ur@;108,041,886,945,913
01/02/2025;13_07r0$_7r@8@j0$_y_g@$70$;144,542,974,468,166
01/03/2025;1_50v1513970_d3_713rr@$;124,369,251,254,139
01/03/2025;2_3$7ruc7ur@;113,148,135,411,365
01/03/2025;3_@|8@91|3r1@;11,862,840,521,791
01/03/2025;4_y3$3r1@;123,256,685,754,767
01/03/2025;5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10;130,327,651,938,042
01/03/2025;6_19$7@|@c109_d3_g@$;118,419,796,933,671
01/03/2025;7_19$7@|@c109_3|3c7r1c@;105,006,793,991,092
01/03/2025;8_c@rp1973r1@_537@|1c@_y_h3rr3r1@;97,013,121,597,361
01/03/2025;9_c@rp1973r1@_d3_5@d3r@;132,324,963,363,153
01/03/2025;10_@$c39$0r3$;167,311,808,866,795
01/03/2025;11_v1dr10$;136,668,680,333,619
01/03/2025;12_p197ur@;108,960,233,544,414
01/03/2025;13_07r0$_7r@8@j0$_y_g@$70$;145,231,649,588,411
